idx,name,description,label,software
2207,insecure,Verify HTTPS connections.,security,ironic
2208,keyfile,PEM encoded client certificate key file,environment,ironic
2209,max_version,"The maximum major version of a given API, intended to be used as the  upper bound of a range with min_version. Mutually exclusive with  version.",environment,ironic
2210,min_version,"The minimum major version of a given API, intended to be used as the  lower bound of a range with max_version. Mutually exclusive with  version. If min_version is given with no max_version it is as if max  version is 'latest'.",environment,ironic
2211,password,User's password,security,ironic
2212,project_domain_id,Domain ID containing project,environment,ironic
2213,project_domain_name,Domain name containing project,environment,ironic
2214,project_id,Project ID to scope to,environment,ironic
2215,project_name,Project name to scope to,environment,ironic
2216,region_name,The default region_name for endpoint URL discovery.,environment,ironic
2217,service_name,The default service_name for endpoint URL discovery.,environment,ironic
2218,service_type,The default service_type for endpoint URL discovery.,environment,ironic
2219,split_loggers,Log requests to multiple loggers.,debuggability,ironic
2220,system_scope,Scope for system operations,environment,ironic
2221,tenant_id,Tenant ID,environment,ironic
2222,tenant_name,Tenant Name,environment,ironic
2223,timeout,Timeout value for http requests,reliability,ironic
2224,trust_id,Trust ID,security,ironic
2225,user_domain_id,User's domain id,environment,ironic
2226,user_domain_name,User's domain name,environment,ironic
2227,user_id,User id,environment,ironic
2228,username,Username,environment,ironic
2229,valid_interfaces,"List of interfaces, in order of preference, for endpoint URL.",environment,ironic
2230,version,Minimum Major API version within a given Major API version for  endpoint URL discovery. Mutually exclusive with min_version and  max_version,environment,ironic
2231,power_timeout,Seconds to wait for power action to be completed,reliability,ironic
2232,reboot_delay,Time (in seconds) to sleep between when rebooting (powering off and on again),reliability,ironic
2233,udp_transport_timeout,Response timeout in seconds used for UDP transport. Timeout should be a multiple of 0.5 seconds and is applicable to each retry.,reliability,ironic
2234,udp_transport_retries,"Maximum number of UDP request retries, 0 means no retries.",reliability,ironic
2235,ca_file,CA certificate file to use to verify connecting clients.,security,ironic
2236,cert_file,Certificate file to use when starting the server securely.,security,ironic
2237,key_file,Private key file to use when starting the server securely.,security,ironic
2238,version,"SSL version to use (valid only if SSL enabled). Valid values are  TLSv1 and SSLv23. SSLv2, SSLv3, TLSv1_1, and TLSv1_2 may be available on some distributions.",environment,ironic
2239,ciphers,Sets the list of available ciphers. value should be a string in the OpenSSL cipher list format.,security,ironic
2240,auth_url,Authentication URL,security,ironic
2241,auth_type,Authentication type to load,security,ironic
2242,cafile,PEM encoded Certificate Authority to use when verifying HTTPs connections.,security,ironic
2243,certfile,PEM encoded client certificate cert file,security,ironic
2244,collect_timing,Collect per-API call timing information.,debuggability,ironic
2245,default_domain_id,Optional domain ID to use with v3 and v2 parameters. It will be used  for both the user and project domain in v3 and ignored in v2  authentication.,environment,ironic
2246,default_domain_name,Optional domain name to use with v3 API and v2 parameters. It will be used for both the user and project domain in v3 and ignored in v2  authentication.,environment,ironic
2247,domain_id,Domain ID to scope to,environment,ironic
2248,domain_name,Domain name to scope to,environment,ironic
2249,endpoint_override,"Always use this endpoint URL for requests for this client. NOTE: The  unversioned endpoint should be specified here; to request a particular  API version, use the version, min-version, and/or max-version options.",environment,ironic
2250,insecure,Verify HTTPS connections.,security,ironic
2251,keyfile,PEM encoded client certificate key file,environment,ironic
2252,max_version,"The maximum major version of a given API, intended to be used as the  upper bound of a range with min_version. Mutually exclusive with  version.",environment,ironic
2253,min_version,"The minimum major version of a given API, intended to be used as the  lower bound of a range with max_version. Mutually exclusive with  version. If min_version is given with no max_version it is as if max  version is 'latest'.",environment,ironic
2254,password,User's password,security,ironic
2255,project_domain_id,Domain ID containing project,environment,ironic
2256,project_domain_name,Domain name containing project,environment,ironic
2257,project_id,Project ID to scope to,environment,ironic
2258,project_name,Project name to scope to,environment,ironic
2259,region_name,The default region_name for endpoint URL discovery.,environment,ironic
2260,service_name,The default service_name for endpoint URL discovery.,environment,ironic
2261,service_type,The default service_type for endpoint URL discovery.,environment,ironic
2262,split_loggers,Log requests to multiple loggers.,debuggability,ironic
2263,swift_max_retries,"Maximum number of times to retry a Swift request, before failing.",reliability,ironic
2264,system_scope,Scope for system operations,environment,ironic
2265,tenant_id,Tenant ID,environment,ironic
2266,tenant_name,Tenant Name,environment,ironic
2267,timeout,Timeout value for http requests,reliability,ironic
2268,trust_id,Trust ID,security,ironic
2269,user_domain_id,User's domain id,environment,ironic
2270,user_domain_name,User's domain name,environment,ironic
2271,user_id,User id,environment,ironic
2272,username,Username,environment,ironic
2273,valid_interfaces,"List of interfaces, in order of preference, for endpoint URL.",environment,ironic
2274,version,Minimum Major API version within a given Major API version for  endpoint URL discovery. Mutually exclusive with min_version and  max_version,environment,ironic
2275,manager_ip,IP address of the XClarity Controller. Configuration here is  deprecated and will be removed in the Stein release. Please update the  driver_info field to use 'xclarity_manager_ip' instead,environment,ironic
2276,username,Username for the XClarity Controller. Configuration here is  deprecated and will be removed in the Stein release. Please update the  driver_info field to use 'xclarity_username' instead,environment,ironic
2277,password,Password for XClarity Controller username. Configuration here is  deprecated and will be removed in the Stein release. Please update the  driver_info field to use 'xclarity_password' instead,security,ironic
2278,port,Port to be used for XClarity Controller connection.,environment,ironic
2279,rpc_conn_pool_size,Size of RPC connection pool.,performance,keystone
2280,conn_pool_min_size,The pool size limit for connections expiration policy,performance,keystone
2281,conn_pool_ttl,The time-to-live in sec of idle connections in the pool,reliability,keystone
2282,executor_thread_pool_size,Size of executor thread pool when executor is threading or eventlet.,performance,keystone
2283,rpc_response_timeout,Seconds to wait for a response from a call.,reliability,keystone
2284,transport_url,"The network address and optional user credentials for connecting to  the messaging backend, in URL format. The expected format is:",environment,keystone
2285,control_exchange,The default exchange under which topics are scoped. May be overridden by an exchange name specified in the transport_url option.,security,keystone
2286,debug,"If set to true, the logging level will be set to DEBUG instead of the default INFO level.",debuggability,keystone
2287,log_config_append,"The name of a logging configuration file. This file is appended to  any existing logging configuration files. For details about logging  configuration files, see the Python logging module documentation. Note  that when logging configuration files are used then all logging  configuration is set in the configuration file and other logging  configuration options are ignored (for example, log-date-format).",environment,keystone
2288,log_date_format,Defines the format string for %(asctime)s in log records. Default:  the value above . This option is ignored if log_config_append is set.,debuggability,keystone
2289,log_file,"(Optional) Name of log file to send logging output to. If no default  is set, logging will go to stderr as defined by use_stderr. This option  is ignored if log_config_append is set.",debuggability,keystone
2290,log_dir,(Optional) The base directory used for relative log_file  paths. This option is ignored if log_config_append is set.,environment,keystone
2291,watch_log_file,Uses logging handler designed to watch file system. When log file is  moved or removed this handler will open a new log file with specified  path instantaneously. It makes sense only if log_file option is  specified and Linux platform is used. This option is ignored if  log_config_append is set.,debuggability,keystone
2292,use_syslog,Use syslog for logging. Existing syslog format is DEPRECATED and will be changed later to honor RFC5424. This option is ignored if  log_config_append is set.,debuggability,keystone
2293,use_journal,Enable journald for logging. If running in a systemd environment you  may wish to enable journal support. Doing so will use the journal native protocol which includes structured metadata in addition to log  messages.This option is ignored if log_config_append is set.,debuggability,keystone
2294,syslog_log_facility,Syslog facility to receive log lines. This option is ignored if log_config_append is set.,debuggability,keystone
2295,use_json,Use JSON formatting for logging. This option is ignored if log_config_append is set.,others,keystone
2296,use_stderr,Log output to standard error. This option is ignored if log_config_append is set.,debuggability,keystone
2297,use_eventlog,Log output to Windows Event Log.,debuggability,keystone
2298,log_rotate_interval,The amount of time before the log files are rotated. This option is ignored unless log_rotation_type is setto 'interval'.,reliability,keystone
2299,log_rotate_interval_type,Rotation interval type. The time of the last file change (or the time when the service was started) is used when scheduling the next  rotation.,reliability,keystone
2300,max_logfile_count,Maximum number of rotated log files.,performance,keystone
2301,max_logfile_size_mb,Log file maximum size in MB. This option is ignored if 'log_rotation_type' is not set to 'size'.,performance,keystone
2302,log_rotation_type,Log rotation type.,reliability,keystone
2303,logging_context_format_string,Format string to use for log messages with context. Used by oslo_log.formatters.ContextFormatter,debuggability,keystone
2304,logging_default_format_string,Format string to use for log messages when context is undefined. Used by oslo_log.formatters.ContextFormatter,debuggability,keystone
2305,logging_debug_format_suffix,Additional data to append to log message when logging level for the  message is DEBUG. Used by oslo_log.formatters.ContextFormatter,debuggability,keystone
2306,logging_exception_prefix,Prefix each line of exception output with this format. Used by oslo_log.formatters.ContextFormatter,debuggability,keystone
2307,logging_user_identity_format,Defines the format string for %(user_identity)s that is used in  logging_context_format_string. Used by  oslo_log.formatters.ContextFormatter,debuggability,keystone
2308,default_log_levels,List of package logging levels in logger=LEVEL pairs. This option is ignored if log_config_append is set.,debuggability,keystone
2309,publish_errors,Enables or disables publication of error events.,debuggability,keystone
2310,instance_format,The format for an instance that is passed with the log message.,debuggability,keystone
2311,instance_uuid_format,The format for an instance UUID that is passed with the log message.,debuggability,keystone
2312,rate_limit_interval,"Interval, number of seconds, of log rate limiting.",reliability,keystone
2313,rate_limit_burst,Maximum number of logged messages per rate_limit_interval.,reliability,keystone
2314,rate_limit_except_level,"Log level name used by rate limiting: CRITICAL, ERROR, INFO, WARNING, DEBUG or empty string. Logs with level greater or equal to  rate_limit_except_level are not filtered. An empty string means that all levels are filtered.",debuggability,keystone
2315,fatal_deprecations,Enables or disables fatal status of deprecations.,debuggability,keystone
2316,admin_token,"Using this feature is NOT recommended. Instead, use the keystone-manage bootstrap command. The value of this option is treated as a 'shared secret' that  can be used to bootstrap Keystone through the API. This 'token' does not represent a user (it has no identity), and carries no explicit  authorization (it effectively bypasses most authorization checks). If  set to None, the value is ignored and the admin_token middleware is effectively disabled.",security,keystone
2317,public_endpoint,"The base public endpoint URL for Keystone that is advertised to  clients (NOTE: this does NOT affect how Keystone listens for  connections). Defaults to the base host URL of the request. For example, if keystone receives a request to http://server:5000/v3/users, then this will option will be automatically treated as http://server:5000. You should only need to set option if either the value of the base URL  contains a path that keystone does not automatically infer (/prefix/v3), or if the endpoint should be found on a different host.",environment,keystone
2318,admin_endpoint,"The base admin endpoint URL for Keystone that is advertised to  clients (NOTE: this does NOT affect how Keystone listens for  connections). Defaults to the base host URL of the request. For example, if keystone receives a request to http://server:35357/v3/users, then this will option will be automatically treated as http://server:35357. You should only need to set option if either the value of the base URL  contains a path that keystone does not automatically infer (/prefix/v3), or if the endpoint should be found on a different host.",environment,keystone
2319,max_project_tree_depth,"Maximum depth of the project hierarchy, excluding the project acting  as a domain at the top of the hierarchy. WARNING: Setting it to a large  value may adversely impact performance.",reliability,keystone
2320,max_param_size,Limit the sizes of user & project ID/names.,others,keystone
2321,max_token_size,"Similar to [DEFAULT] max_param_size, but provides an  exception for token values. With Fernet tokens, this can be set as low  as 255. With UUID tokens, this should be set to 32).",performance,keystone
2322,list_limit,"The maximum number of entities that will be returned in a collection. This global limit may be then overridden for a specific driver, by  specifying a list_limit in the appropriate section (for example, [assignment]). No limit is set by default. In larger deployments, it is recommended  that you set this to a reasonable number to prevent operations like  listing all users and projects from placing an unnecessary load on the  system.",performance,keystone
2323,strict_password_check,"If set to true, strict password length checking is performed for  password manipulation. If a password exceeds the maximum length, the  operation will fail with an HTTP 403 Forbidden error. If set to false,  passwords are automatically truncated to the maximum length.",security,keystone
2324,insecure_debug,"If set to true, then the server will return information in HTTP  responses that may allow an unauthenticated or authenticated user to get more information than normal, such as additional details about why  authentication failed. This may be useful for debugging but is insecure.",security,keystone
2325,default_publisher_id,"Default publisher_id for outgoing notifications. If left undefined, Keystone will default to using the server's host name.",environment,keystone
2326,notification_format,"Define the notification format for identity service events. A basic notification only has information about the resource being operated on. A cadf notification has the same information, as well as information about the initiator of the event. The cadf option is entirely backwards compatible with the basic option, but is fully CADF-compliant, and is recommended for auditing use cases.",debuggability,keystone
2327,notification_opt_out,"You can reduce the number of notifications keystone emits by  explicitly opting out. Keystone will not emit notifications that match  the patterns expressed in this list. Values are expected to be in the  form of identity.<resource_type>.<operation>.  By default, all notifications related to authentication are  automatically suppressed. This field can be set multiple times in order  to opt-out of multiple notification topics. For example, the following  suppresses notifications describing user creation or successful  authentication events: notification_opt_out=identity.user.create  notification_opt_out=identity.authenticate.success",others,keystone
2328,driver,"Entry point for the access rules config backend driver in the keystone.access_rules_config namespace.  Keystone only provides a json driver, so there is no reason to change this unless you are providing a custom entry point.",environment,keystone
2329,caching,Toggle for access rules caching. This has no effect unless global caching is enabled.,performance,keystone
2330,cache_time,Time to cache access rule data in seconds. This has no effect unless global caching is enabled.,performance,keystone
2331,rules_file,"Path to access rules configuration. If not present, no access rule  configuration will be loaded and application credential access rules  will be unavailable.",environment,keystone
2332,permissive,"Toggles permissive mode for access rules. When enabled, application  credentials can be created with any access rules regardless of  operator's configuration.",security,keystone
2333,driver,"Entry point for the application credential backend driver in the keystone.application_credential namespace.  Keystone only provides a sql driver, so there is no reason to change this unless you are providing a custom entry point.",environment,keystone
2334,caching,Toggle for application credential caching. This has no effect unless global caching is enabled.,performance,keystone
2335,cache_time,Time to cache application credential data in seconds. This has no effect unless global caching is enabled.,performance,keystone
2336,user_limit,"Maximum number of application credentials a user is permitted to  create. A value of -1 means unlimited. If a limit is not set, users are  permitted to create application credentials at will, which could lead to bloat in the keystone database or open keystone to a DoS attack.",others,keystone
2337,driver,"Entry point for the assignment backend driver (where role assignments are stored) in the keystone.assignment namespace. Only a SQL driver is supplied by keystone itself. Unless you are writing proprietary drivers for keystone, you do not need to set  this option.",environment,keystone
2338,prohibited_implied_role,A list of role names which are prohibited from being an implied role.,security,keystone
2339,methods,"Allowed authentication methods. Note: You should disable the external auth method if you are currently using federation. External auth and  federation both use the REMOTE_USER variable. Since both the mapped and  external plugin are being invoked to validate attributes in the request  environment, it can cause conflicts.",security,keystone
2340,password,Entry point for the password auth plugin module in the keystone.auth.password namespace. You do not need to set this unless you are overriding keystone's own password authentication plugin.,security,keystone
2341,token,Entry point for the token auth plugin module in the keystone.auth.token namespace. You do not need to set this unless you are overriding keystone's own token authentication plugin.,security,keystone
2342,external,"Entry point for the external (REMOTE_USER) auth plugin module in the keystone.auth.external namespace. Supplied drivers are DefaultDomain and Domain. The default driver is DefaultDomain, which assumes that all users identified by the username specified to keystone in the REMOTE_USER variable exist within the context of the default domain. The Domain option expects an additional environment variable be presented to keystone, REMOTE_DOMAIN, containing the domain name of the REMOTE_USER (if REMOTE_DOMAIN is not set, then the default domain will be used instead). You do not  need to set this unless you are taking advantage of 'external  authentication', where the application server (such as Apache) is  handling authentication instead of keystone.",security,keystone
2343,oauth1,Entry point for the OAuth 1.0a auth plugin module in the keystone.auth.oauth1 namespace. You do not need to set this unless you are overriding keystone's own oauth1 authentication plugin.,security,keystone
2344,mapped,Entry point for the mapped auth plugin module in the keystone.auth.mapped namespace. You do not need to set this unless you are overriding keystone's own mapped authentication plugin.,security,keystone
2345,application_credential,Entry point for the application_credential auth plugin module in the keystone.auth.application_credential namespace. You do not need to set this unless you are overriding keystone's own application_credential authentication plugin.,security,keystone
2346,config_prefix,Prefix for building the configuration dictionary for the cache  region. This should not need to be changed unless there is another  dogpile.cache region with the same configuration name.,others,keystone
2347,expiration_time,"Default TTL, in seconds, for any cached item in the dogpile.cache  region. This applies to any cached method that doesn't have an explicit  cache expiration time defined for it.",reliability,keystone
2348,backend,"Cache backend module. For eventlet-based or environments with  hundreds of threaded servers, Memcache with pooling  (oslo_cache.memcache_pool) is recommended. For environments with less  than 100 threaded servers, Memcached (dogpile.cache.memcached) or Redis  (dogpile.cache.redis) is recommended. Test environments with a single  instance of the server can use the dogpile.cache.memory backend.",environment,keystone
2349,backend_argument,Arguments supplied to the backend module. Specify this option once  per argument to be passed to the dogpile.cache backend. Example format:  '<argname>:<value>'.,others,keystone
2350,proxies,Proxy classes to import that will affect the way the dogpile.cache  backend functions. See the dogpile.cache documentation on  changing-backend-behavior.,security,keystone
2351,enabled,Global toggle for caching.,performance,keystone
2352,debug_cache_backend,"Extra debugging from the cache backend (cache keys,  get/set/delete/etc calls). This is only really useful if you need to see the specific cache-backend get/set/delete calls with the keys/values.   Typically this should be left set to false.",debuggability,keystone
2353,memcache_servers,Memcache servers in the format of 'host:port'. (dogpile.cache.memcache and oslo_cache.memcache_pool backends only).,environment,keystone
2354,memcache_dead_retry,Number of seconds memcached server is considered dead before it is  tried again. (dogpile.cache.memcache and oslo_cache.memcache_pool  backends only).,reliability,keystone
2355,memcache_socket_timeout,Timeout in seconds for every call to a server. (dogpile.cache.memcache and oslo_cache.memcache_pool backends only).,reliability,keystone
2356,memcache_pool_maxsize,Max total number of open connections to every memcached server. (oslo_cache.memcache_pool backend only).,performance,keystone
2357,memcache_pool_unused_timeout,Number of seconds a connection to memcached is held unused in the  pool before it is closed. (oslo_cache.memcache_pool backend only).,reliability,keystone
2358,memcache_pool_connection_get_timeout,Number of seconds that an operation will wait to get a memcache client connection.,reliability,keystone
2359,template_file,Absolute path to the file used for the templated catalog backend. This option is only used if the [catalog] driver is set to templated.,environment,keystone
2360,driver,"Entry point for the catalog driver in the keystone.catalog namespace. Keystone provides a sql option (which supports basic CRUD operations through SQL), a templated option (which loads the catalog from a templated catalog file on disk), and a endpoint_filter.sql option (which supports arbitrary service catalogs per project).",environment,keystone
2361,caching,"Toggle for catalog caching. This has no effect unless global caching  is enabled. In a typical deployment, there is no reason to disable this.",performance,keystone
2362,cache_time,"Time to cache catalog data (in seconds). This has no effect unless  global and catalog caching are both enabled. Catalog data (services,  endpoints, etc.) typically does not change frequently, and so a longer  duration than the global default may be desirable.",performance,keystone
2363,list_limit,"Maximum number of entities that will be returned in a catalog  collection. There is typically no reason to set this, as it would be  unusual for a deployment to have enough services or endpoints to exceed a reasonable limit.",performance,keystone
2364,allowed_origin,"Indicate whether this resource may be shared with the domain received in the requests 'origin' header. Format:  '<protocol>://<host>[:<port>]', no trailing slash.  Example: https://horizon.example.com",others,keystone
2365,allow_credentials,Indicate that the actual request can include user credentials,security,keystone
2366,expose_headers,Indicate which headers are safe to expose to the API. Defaults to HTTP Simple Headers.,security,keystone
2367,max_age,Maximum cache age of CORS preflight requests.,performance,keystone
2368,allow_methods,Indicate which methods can be used during the actual request.,others,keystone
2369,allow_headers,Indicate which header field names may be used during the actual request.,others,keystone
2370,driver,"Entry point for the credential backend driver in the keystone.credential namespace. Keystone only provides a sql driver, so there's no reason to change this unless you are providing a custom entry point.",environment,keystone
2371,provider,"Entry point for credential encryption and decryption operations in the keystone.credential.provider namespace. Keystone only provides a fernet driver, so there's no reason to change this unless you are providing a custom entry point to encrypt and decrypt credentials.",security,keystone
2372,key_repository,Directory containing Fernet keys used to encrypt and decrypt  credentials stored in the credential backend. Fernet keys used to  encrypt credentials have no relationship to Fernet keys used to encrypt  Fernet tokens. Both sets of keys should be managed separately and  require different rotation policies. Do not share this repository with  the repository used to manage keys for Fernet tokens.,security,keystone
2373,auth_ttl,The length of time in minutes for which a signed EC2 or S3 token  request is valid from the timestamp contained in the token request.,security,keystone
2374,sqlite_synchronous,"If True, SQLite uses synchronous mode.",reliability,keystone
2375,backend,The back end to use for the database.,environment,keystone
2376,connection,The SQLAlchemy connection string to use to connect to the database.,others,keystone
2377,slave_connection,The SQLAlchemy connection string to use to connect to the slave database.,environment,keystone
2378,mysql_sql_mode,"The SQL mode to be used for MySQL sessions. This option, including  the default, overrides any server-set SQL mode. To use whatever SQL mode is set by the server configuration, set this to no value. Example:  mysql_sql_mode=",others,keystone
2379,mysql_enable_ndb,"If True, transparently enables support for handling MySQL Cluster (NDB).",others,keystone
2380,connection_recycle_time,Connections which have been present in the connection pool longer  than this number of seconds will be replaced with a new one the next  time they are checked out from the pool.,reliability,keystone
2381,min_pool_size,Minimum number of SQL connections to keep open in a pool.,performance,keystone
2382,max_pool_size,Maximum number of SQL connections to keep open in a pool. Setting a value of 0 indicates no limit.,reliability,keystone
2383,max_retries,Maximum number of database connection retries during startup. Set to -1 to specify an infinite retry count.,reliability,keystone
2384,retry_interval,Interval between retries of opening a SQL connection.,reliability,keystone
2385,max_overflow,"If set, use this value for max_overflow with SQLAlchemy.",reliability,keystone
2386,connection_debug,"Verbosity of SQL debugging information: 0=None, 100=Everything.",debuggability,keystone
2387,connection_trace,Add Python stack traces to SQL as comment strings.,others,keystone
2388,pool_timeout,"If set, use this value for pool_timeout with SQLAlchemy.",reliability,keystone
2389,use_db_reconnect,Enable the experimental use of database reconnect on connection lost.,reliability,keystone
2390,db_retry_interval,Seconds between retries of a database transaction.,reliability,keystone
2391,db_inc_retry_interval,"If True, increases the interval between retries of a database operation up to db_max_retry_interval.",reliability,keystone
2392,db_max_retry_interval,"If db_inc_retry_interval is set, the maximum seconds between retries of a database operation.",reliability,keystone
2393,db_max_retries,Maximum retries in case of connection error or deadlock error before  error is raised. Set to -1 to specify an infinite retry count.,reliability,keystone
2394,connection_parameters,Optional URL parameters to append onto the connection URL at connect time; specify as param1=value1&param2=value2&',others,keystone
2395,driver,"Entry point for the domain-specific configuration driver in the keystone.resource.domain_config namespace. Only a sql option is provided by keystone, so there is no reason to set this unless you are providing a custom entry point.",environment,keystone
2396,caching,Toggle for caching of the domain-specific configuration backend. This has no effect unless global caching is enabled. There is normally no  reason to disable this.,performance,keystone
2397,cache_time,"Time-to-live (TTL, in seconds) to cache domain-specific configuration data. This has no effect unless [domain_config] caching is enabled.",performance,keystone
2398,driver,"Entry point for the endpoint filter driver in the keystone.endpoint_filter namespace. Only a sql option is provided by keystone, so there is no reason to set this unless you are providing a custom entry point.",environment,keystone
2399,return_all_endpoints_if_no_filter,"This controls keystone's behavior if the configured endpoint filters  do not result in any endpoints for a user + project pair (and therefore a potentially empty service catalog). If set to true, keystone will  return the entire service catalog. If set to false, keystone will return an empty service catalog.",security,keystone
2400,driver,"Entry point for the endpoint policy driver in the keystone.endpoint_policy namespace. Only a sql driver is provided by keystone, so there is no reason to set this unless you are providing a custom entry point.",environment,keystone
2401,public_bind_host,The IP address of the network interface for the public service to listen on.,environment,keystone
2402,public_port,The port number for the public service to listen on.,environment,keystone
2403,admin_bind_host,The IP address of the network interface for the admin service to listen on.,environment,keystone
2404,admin_port,The port number for the admin service to listen on.,environment,keystone
2405,driver,"Entry point for the federation backend driver in the keystone.federation namespace. Keystone only provides a sql driver, so there is no reason to set this option unless you are providing a custom entry point.",environment,keystone
2406,assertion_prefix,Prefix to use when filtering environment variable names for federated assertions. Matched variables are passed into the federated mapping  engine.,environment,keystone
2407,remote_id_attribute,"Value to be used to obtain the entity ID of the Identity Provider from the environment. For mod_shib, this would be Shib-Identity-Provider. For mod_auth_openidc, this could be HTTP_OIDC_ISS. For mod_auth_mellon, this could be MELLON_IDP.",others,keystone
2408,federated_domain_name,An arbitrary domain name that is reserved to allow federated  ephemeral users to have a domain concept. Note that an admin will not be able to create a domain with this name or update an existing domain to  this name. You are not advised to change this value unless you really  have to.,environment,keystone
2409,trusted_dashboard,"A list of trusted dashboard hosts. Before accepting a Single Sign-On  request to return a token, the origin host must be a member of this  list. This configuration option may be repeated for multiple values. You must set this in order to use web-based SSO flows. For example:  trusted_dashboard=https://acme.example.com/auth/websso  trusted_dashboard=https://beta.example.com/auth/websso",security,keystone
2410,sso_callback_template,"Absolute path to an HTML file used as a Single Sign-On callback  handler. This page is expected to redirect the user from keystone back  to a trusted dashboard host, by form encoding a token in a POST request. Keystone's default value should be sufficient for most deployments.",environment,keystone
2411,caching,Toggle for federation caching. This has no effect unless global  caching is enabled. There is typically no reason to disable this.,performance,keystone
2412,key_repository,"Directory containing Fernet receipt keys. This directory must exist before using keystone-manage fernet_setup for the first time, must be writable by the user running keystone-manage fernet_setup or keystone-manage fernet_rotate, and of course must be readable by keystone's server process. The  repository may contain keys in one of three states: a single staged key  (always index 0) used for receipt validation, a single primary key  (always the highest index) used for receipt creation and validation, and any number of secondary keys (all other index values) used for receipt  validation. With multiple keystone nodes, each node must share the same  key repository contents, with the exception of the staged key (index 0). It is safe to run keystone-manage fernet_rotate once on  any one node to promote a staged key (index 0) to be the new primary  (incremented from the previous highest index), and produce a new staged  key (a new key with index 0); the resulting repository can then be  atomically replicated to other nodes without any risk of race conditions (for example, it is safe to run keystone-manage fernet_rotate on host A, wait any amount of time, create a tarball of the directory  on host A, unpack it on host B to a temporary location, and atomically  move (mv) the directory into place on host B). Running keystone-manage fernet_rotate twice on a key repository without syncing other nodes will result in receipts that can not be validated by all nodes.",environment,keystone
2413,max_active_keys,"This controls how many keys are held in rotation by keystone-manage fernet_rotate before they are discarded. The default value of 3 means that keystone  will maintain one staged key (always index 0), one primary key (the  highest numerical index), and one secondary key (every other index).  Increasing this value means that additional secondary keys will be kept  in the rotation.",reliability,keystone
2414,key_repository,"Directory containing Fernet token keys. This directory must exist before using keystone-manage fernet_setup for the first time, must be writable by the user running keystone-manage fernet_setup or keystone-manage fernet_rotate, and of course must be readable by keystone's server process. The  repository may contain keys in one of three states: a single staged key  (always index 0) used for token validation, a single primary key (always the highest index) used for token creation and validation, and any  number of secondary keys (all other index values) used for token  validation. With multiple keystone nodes, each node must share the same  key repository contents, with the exception of the staged key (index 0). It is safe to run keystone-manage fernet_rotate once on  any one node to promote a staged key (index 0) to be the new primary  (incremented from the previous highest index), and produce a new staged  key (a new key with index 0); the resulting repository can then be  atomically replicated to other nodes without any risk of race conditions (for example, it is safe to run keystone-manage fernet_rotate on host A, wait any amount of time, create a tarball of the directory  on host A, unpack it on host B to a temporary location, and atomically  move (mv) the directory into place on host B). Running keystone-manage fernet_rotate twice on a key repository without syncing other nodes will result in tokens that can not be validated by all nodes.",environment,keystone
2415,max_active_keys,"This controls how many keys are held in rotation by keystone-manage fernet_rotate before they are discarded. The default value of 3 means that keystone  will maintain one staged key (always index 0), one primary key (the  highest numerical index), and one secondary key (every other index).  Increasing this value means that additional secondary keys will be kept  in the rotation.",reliability,keystone
2416,path,The path to respond to healtcheck requests on.,environment,keystone
2417,detailed,Show more detailed information as part of the response. Security  note: Enabling this option may expose sensitive details about the  service being monitored. Be sure to verify that it will not violate your security policies.,security,keystone
2418,backends,Additional backends that can perform health checks and report that information back as part of a request.,debuggability,keystone
2419,disable_by_file_path,Check the presence of a file to determine if an application is running on a port. Used by DisableByFileHealthcheck plugin.,reliability,keystone
2420,disable_by_file_paths,Check the presence of a file based on a port to determine if an  application is running on a port. Expects a 'port:path' list of strings. Used by DisableByFilesPortsHealthcheck plugin.,reliability,keystone
2421,default_domain_id,"This references the domain to use for all Identity API v2 requests  (which are not aware of domains). A domain with this ID can optionally  be created for you by keystone-manage bootstrap. The domain referenced by this ID cannot be deleted on the v3 API, to prevent  accidentally breaking the v2 API. There is nothing special about this  domain, other than the fact that it must exist to order to maintain  support for your v2 clients. There is typically no reason to change this value.",environment,keystone
2422,domain_specific_drivers_enabled,"A subset (or all) of domains can have their own identity driver, each with their own partial configuration options, stored in either the  resource backend or in a file in a domain configuration directory  (depending on the setting of [identity] domain_configurations_from_database). Only values specific to the domain need to be specified in this manner. This feature is disabled by default, but may be enabled by default in a future release; set to true to enable.",environment,keystone
2423,domain_configurations_from_database,"By default, domain-specific configuration data is read from files in the directory identified by [identity] domain_config_dir. Enabling this configuration option allows you to instead manage  domain-specific configurations through the API, which are then persisted in the backend (typically, a SQL database), rather than using  configuration files on disk.",others,keystone
2424,domain_config_dir,Absolute path where keystone should locate domain-specific [identity] configuration files. This option has no effect unless [identity] domain_specific_drivers_enabled is set to true. There is typically no reason to change this value.,environment,keystone
2425,driver,"Entry point for the identity backend driver in the keystone.identity namespace. Keystone provides a sql and ldap driver. This option is also used as the default driver selection (along with the other configuration variables in this section) in the event  that [identity] domain_specific_drivers_enabled is enabled, but no applicable domain-specific configuration is defined for the  domain in question. Unless your deployment primarily relies on ldap AND is not using domain-specific configuration, you should typically leave this set to sql.",environment,keystone
2426,caching,Toggle for identity caching. This has no effect unless global caching is enabled. There is typically no reason to disable this.,performance,keystone
2427,cache_time,Time to cache identity data (in seconds). This has no effect unless global and identity caching are enabled.,performance,keystone
